generation,mean_p,sd_p,hawk_freq,n,k,early_stop,ess
833,0.63972,0.17952,0.63972,100,40,true,0.66667
834,0.63193,0.17687,0.63193,100,40,true,0.66667
835,0.6328,0.17409,0.6328,101,40,true,0.66667
836,0.61735,0.17071,0.61735,100,40,true,0.66667
837,0.62953,0.16986,0.62953,100,40,true,0.66667
838,0.61822,0.1703,0.61822,100,34,false,0.66667
839,0.62102,0.16778,0.62102,100,38,false,0.66667
840,0.62474,0.16696,0.62474,100,40,true,0.66667
841,0.63112,0.16757,0.63112,100,40,true,0.66667
842,0.63821,0.16731,0.63821,101,37,false,0.66667
843,0.68184,0.15645,0.68184,100,40,true,0.66667
844,0.68355,0.15644,0.68355,101,21,false,0.66667
845,0.69547,0.14625,0.69547,100,35,false,0.66667
846,0.69944,0.14592,0.69944,100,27,false,0.66667
847,0.70185,0.14273,0.70185,100,21,false,0.66667
848,0.68118,0.15332,0.68118,100,19,false,0.66667
849,0.70037,0.13737,0.70037,100,35,false,0.66667
850,0.69519,0.1401,0.69519,100,24,false,0.66667
851,0.69916,0.14089,0.69916,100,26,false,0.66667
852,0.70813,0.13843,0.70813,100,32,false,0.66667
853,0.70749,0.13689,0.70749,100,30,false,0.66667
854,0.69285,0.14563,0.69285,100,24,false,0.66667
855,0.70114,0.14372,0.70114,100,32,false,0.66667
856,0.71135,0.13622,0.71135,100,27,false,0.66667
857,0.70451,0.13803,0.70451,100,18,false,0.66667
858,0.72004,0.12312,0.72004,101,24,false,0.66667
859,0.7159,0.12604,0.7159,100,22,false,0.66667
860,0.71478,0.12613,0.71478,100,19,false,0.66667
861,0.70836,0.13078,0.70836,100,24,false,0.66667
862,0.7047,0.13344,0.7047,100,33,false,0.66667
863,0.71663,0.12697,0.71663,100,33,false,0.66667
864,0.72002,0.11742,0.72002,100,29,false,0.66667
865,0.72134,0.1166,0.72134,100,22,false,0.66667
866,0.71165,0.12843,0.71165,100,21,false,0.66667
867,0.71619,0.12593,0.71619,100,20,false,0.66667
868,0.72655,0.11472,0.72655,100,25,false,0.66667
869,0.7241,0.11457,0.7241,100,19,false,0.66667
870,0.71871,0.11668,0.71871,100,23,false,0.66667
871,0.71218,0.12235,0.71218,100,14,false,0.66667
872,0.70369,0.13041,0.70369,100,23,false,0.66667
873,0.70606,0.12871,0.70606,100,26,false,0.66667
874,0.71364,0.12407,0.71364,100,23,false,0.66667
875,0.70546,0.12927,0.70546,100,21,false,0.66667
876,0.73393,0.0972,0.73393,100,27,false,0.66667
877,0.72491,0.10645,0.72491,100,22,false,0.66667
878,0.72084,0.10472,0.72084,100,15,false,0.66667
879,0.71744,0.10915,0.71744,100,14,false,0.66667
880,0.71034,0.11325,0.71034,101,19,false,0.66667
881,0.69831,0.12538,0.69831,101,21,false,0.66667
882,0.70694,0.1206,0.70694,100,24,false,0.66667
883,0.70115,0.12711,0.70115,100,23,false,0.66667
884,0.69947,0.13016,0.69947,100,22,false,0.66667
885,0.69627,0.13528,0.69627,101,23,false,0.66667
886,0.70096,0.13046,0.70096,100,22,false,0.66667
887,0.72487,0.11629,0.72487,100,26,false,0.66667
888,0.71168,0.13237,0.71168,100,22,false,0.66667
889,0.70684,0.12954,0.70684,100,29,false,0.66667
890,0.69709,0.13954,0.69709,100,17,false,0.66667
891,0.69889,0.1372,0.69889,101,30,false,0.66667
892,0.70882,0.12474,0.70882,100,27,false,0.66667
893,0.69172,0.13883,0.69172,100,25,false,0.66667
894,0.69759,0.13421,0.69759,100,29,false,0.66667
895,0.70026,0.14197,0.70026,100,23,false,0.66667
896,0.70158,0.13512,0.70158,100,31,false,0.66667
897,0.70023,0.1358,0.70023,100,21,false,0.66667
898,0.71575,0.12599,0.71575,100,25,false,0.66667
899,0.72434,0.11296,0.72434,100,24,false,0.66667
900,0.72066,0.1169,0.72066,100,17,false,0.66667
901,0.72761,0.10794,0.72761,100,26,false,0.66667
902,0.72473,0.11352,0.72473,100,11,false,0.66667
903,0.73103,0.1094,0.73103,100,26,false,0.66667
904,0.7394,0.10615,0.7394,100,23,false,0.66667
905,0.73487,0.11115,0.73487,100,14,false,0.66667
906,0.73017,0.12162,0.73017,100,21,false,0.66667
907,0.7303,0.12202,0.7303,100,16,false,0.66667
908,0.71743,0.13562,0.71743,100,24,false,0.66667
909,0.72179,0.12531,0.72179,100,26,false,0.66667
910,0.72423,0.12626,0.72423,100,16,false,0.66667
911,0.7225,0.12853,0.7225,100,22,false,0.66667
912,0.72857,0.12032,0.72857,100,20,false,0.66667
913,0.73148,0.12177,0.73148,100,17,false,0.66667
914,0.72865,0.12746,0.72865,101,19,false,0.66667
915,0.72895,0.12645,0.72895,100,17,false,0.66667
916,0.71904,0.13531,0.71904,100,22,false,0.66667
917,0.71544,0.13918,0.71544,100,16,false,0.66667
918,0.72285,0.13062,0.72285,100,23,false,0.66667
919,0.72853,0.12187,0.72853,100,19,false,0.66667
920,0.72661,0.12729,0.72661,100,24,false,0.66667
921,0.72578,0.13038,0.72578,100,16,false,0.66667
922,0.72959,0.12247,0.72959,100,30,false,0.66667
923,0.72538,0.13241,0.72538,100,22,false,0.66667
924,0.73021,0.12359,0.73021,100,14,false,0.66667
925,0.72878,0.12386,0.72878,100,19,false,0.66667
926,0.73291,0.11896,0.73291,100,24,false,0.66667
927,0.72838,0.11976,0.72838,100,24,false,0.66667
928,0.71947,0.13366,0.71947,100,23,false,0.66667
929,0.72319,0.12877,0.72319,100,22,false,0.66667
930,0.71546,0.13309,0.71546,100,16,false,0.66667
931,0.70362,0.13976,0.70362,100,19,false,0.66667
932,0.69886,0.14818,0.69886,100,35,false,0.66667
933,0.70346,0.13506,0.70346,100,30,false,0.66667
934,0.68961,0.14568,0.68961,100,32,false,0.66667
935,0.69548,0.13984,0.69548,100,29,false,0.66667
936,0.67024,0.15734,0.67024,101,23,false,0.66667
937,0.66779,0.15493,0.66779,100,26,false,0.66667
938,0.6625,0.16044,0.6625,100,31,false,0.66667
939,0.67952,0.14765,0.67952,100,28,false,0.66667
940,0.67535,0.149,0.67535,100,31,false,0.66667
941,0.67116,0.15536,0.67116,100,25,false,0.66667
942,0.69307,0.13486,0.69307,101,30,false,0.66667
943,0.69851,0.13946,0.69851,100,24,false,0.66667
944,0.71079,0.13339,0.71079,100,21,false,0.66667
945,0.71134,0.13565,0.71134,100,24,false,0.66667
946,0.69391,0.1462,0.69391,101,24,false,0.66667
947,0.69582,0.15113,0.69582,100,21,false,0.66667
948,0.6904,0.15768,0.6904,100,27,false,0.66667
949,0.68391,0.17036,0.68391,100,34,false,0.66667
950,0.68494,0.17436,0.68494,100,30,false,0.66667
951,0.66466,0.18671,0.66466,100,33,false,0.66667
952,0.64667,0.18949,0.64667,100,35,false,0.66667
953,0.64973,0.18578,0.64973,100,40,true,0.66667
954,0.68784,0.17044,0.68784,101,40,true,0.66667
955,0.69097,0.16783,0.69097,101,29,false,0.66667
956,0.69537,0.17697,0.69537,100,34,false,0.66667
957,0.70599,0.17924,0.70599,100,28,false,0.66667
958,0.73362,0.16573,0.73362,100,30,false,0.66667
959,0.71546,0.15951,0.71546,100,20,false,0.66667
960,0.70366,0.18223,0.70366,100,28,false,0.66667
961,0.72031,0.17589,0.72031,100,33,false,0.66667
962,0.72802,0.16833,0.72802,100,17,false,0.66667
963,0.7274,0.16526,0.7274,100,17,false,0.66667
964,0.72385,0.15381,0.72385,100,24,false,0.66667
965,0.7371,0.16602,0.7371,100,24,false,0.66667
966,0.73724,0.17693,0.73724,100,17,false,0.66667
967,0.72978,0.18537,0.72978,100,14,false,0.66667
968,0.72268,0.19269,0.72268,100,23,false,0.66667
969,0.69356,0.18756,0.69356,100,18,false,0.66667
970,0.71647,0.16857,0.71647,100,31,false,0.66667
971,0.71606,0.18036,0.71606,100,18,false,0.66667
972,0.73177,0.17504,0.73177,100,17,false,0.66667
973,0.73496,0.16278,0.73496,100,21,false,0.66667
974,0.71751,0.16276,0.71751,100,12,false,0.66667
975,0.73398,0.15576,0.73398,100,29,false,0.66667
976,0.73202,0.16603,0.73202,100,10,false,0.66667
977,0.71429,0.16038,0.71429,100,12,false,0.66667
978,0.69257,0.15216,0.69257,100,27,false,0.66667
979,0.67944,0.16617,0.67944,100,26,false,0.66667
980,0.67377,0.16858,0.67377,100,37,false,0.66667
981,0.67628,0.16794,0.67628,100,31,false,0.66667
982,0.66024,0.17644,0.66024,100,30,false,0.66667
983,0.6872,0.17766,0.6872,100,33,false,0.66667
984,0.69659,0.17692,0.69659,100,37,false,0.66667
985,0.68318,0.19527,0.68318,100,30,false,0.66667
986,0.68002,0.19507,0.68002,100,32,false,0.66667
987,0.69331,0.19821,0.69331,100,40,true,0.66667
988,0.67671,0.20433,0.67671,100,24,false,0.66667
989,0.6814,0.21427,0.6814,100,36,false,0.66667
990,0.67475,0.20588,0.67475,100,31,false,0.66667
991,0.69338,0.20636,0.69338,100,25,false,0.66667
992,0.70605,0.2017,0.70605,100,25,false,0.66667
993,0.70131,0.21075,0.70131,100,25,false,0.66667
994,0.71411,0.20384,0.71411,100,23,false,0.66667
995,0.72157,0.19801,0.72157,100,23,false,0.66667
996,0.74405,0.2025,0.74405,100,22,false,0.66667
997,0.74807,0.19439,0.74807,100,14,false,0.66667
998,0.72973,0.19988,0.72973,100,23,false,0.66667
999,0.7219,0.19599,0.7219,100,20,false,0.66667
1000,0.72044,0.20009,0.72044,100,17,false,0.66667
